Temperature Sensor-1,Vibration Sensor-1,Vibration Sensor-2,Vibration Sensor-3,health_status
39.775108,161,289,164,Good Health
37.752678,449,434,443,Good Health
38.759941,178,175,180,Good Health
38.701378,587,164,578,Good Health
37.639885,192,172,183,Good Health
37.951225,552,163,557,Good Health
38.179863,315,308,315,Good Health
36.482048,448,432,443,Good Health
39.26281,191,172,188,Good Health
30.696222,493,750,496,Good Health
37.359825,522,920,526,Good Health
21.700251,488,200,162,Good Health
40.359398,193,315,193,Good Health
38.352623,318,309,317,Good Health
36.808006,560,548,524,Good Health
48.701042,190,495,177,Moderate Health
44.018974,641,190,664,Good Health
53.91375,561,470,567,Moderate Health
38.468376,603,622,611,Good Health
37.979698,457,787,617,Good Health
38.584618,173,167,174,Good Health
36.079826,479,826,480,Good Health
42.159325,564,998,564,Good Health
29.114985,452,196,167,Good Health
39.472588,446,761,445,Good Health
39.623436,500,803,502,Good Health
35.894035,175,172,178,Good Health
37.387718,508,755,508,Good Health
40.266289,488,186,498,Good Health
38.439384,527,289,288,Good Health
25.951715,563,772,562,Good Health
38.526451,816,297,186,Good Health
62.66433,666,616,677,Moderate Health
37.724449,171,302,162,Good Health
41.11602,516,760,515,Good Health
43.770348,514,189,515,Good Health
42.426689,284,289,287,Good Health
39.775108,506,870,509,Good Health
38.818626,180,161,184,Good Health
38.613762,421,411,420,Good Health
40.956627,526,772,539,Good Health
38.672142,181,315,175,Good Health
34.099541,673,954,667,Good Health
39.775108,444,482,446,Good Health
39.866539,408,664,392,Good Health
56.463005,619,547,623,Moderate Health
36.671745,178,309,162,Good Health
37.951225,581,742,577,Good Health
37.951225,499,805,502,Good Health
39.412498,637,921,633,Good Health
43.038322,178,301,176,Good Health
38.701378,188,165,185,Good Health
38.439384,644,616,643,Good Health
37.13781,631,610,627,Good Health
36.374229,590,942,612,Good Health
54.338737,566,412,575,Moderate Health
35.4739,564,948,558,Good Health
43.210777,555,680,561,Good Health
46.685143,517,924,520,Good Health
35.709465,679,411,669,Good Health
45.374077,615,611,619,Good Health
42.426689,575,926,579,Good Health
35.499992,810,158,187,Good Health
35.4739,564,816,564,Good Health
36.617424,314,310,314,Good Health
36.944969,451,180,465,Good Health
33.314629,503,764,503,Good Health
55.886131,173,495,168,Moderate Health
38.179863,595,474,605,Good Health
44.162132,526,818,524,Good Health
38.613762,161,159,164,Good Health
39.025017,194,951,185,Good Health
34.651634,361,188,371,Good Health
39.084251,613,483,612,Good Health
37.193138,508,811,509,Good Health
40.328331,169,308,166,Good Health
39.173393,532,196,531,Good Health
41.148003,514,757,518,Good Health
44.816154,577,481,581,Good Health
42.79879,545,759,540,Good Health
36.83535,408,553,566,Good Health
39.143639,188,169,189,Good Health
32.33828,182,190,179,Good Health
31.850214,658,959,669,Good Health
39.684013,458,792,458,Good Health
35.421806,608,181,599,Good Health
37.865959,575,408,580,Good Health
33.802727,492,189,499,Good Health
38.818626,564,774,560,Good Health
24.131281,474,555,481,Good Health
37.359825,409,557,557,Good Health
85.597466,507,1064,512,Bad Health
50.890831,199,308,188,Moderate Health
38.759941,371,619,357,Good Health
43.419212,499,752,499,Good Health
276.644318,498,804,503,Bad Health
40.173515,317,496,311,Good Health
39.744713,625,938,627,Good Health
40.988426,559,684,572,Good Health
39.472588,202,326,192,Good Health
37.951225,530,550,518,Good Health
41.697838,200,316,219,Good Health
38.848015,499,805,502,Good Health
43.419212,431,425,429,Good Health
30.585382,537,644,547,Good Health
38.818626,454,784,453,Good Health
37.69622,693,187,722,Good Health
36.83535,626,937,627,Good Health
39.113945,169,168,170,Good Health
44.742668,177,188,182,Good Health
37.499504,525,778,541,Good Health
38.468376,507,797,508,Good Health
41.052147,563,874,561,Good Health
42.326103,389,633,382,Good Health
38.497398,501,484,497,Good Health
38.877434,519,517,510,Good Health
38.995415,544,554,525,Good Health
38.613762,688,657,664,Good Health
36.482048,1039,177,1005,Good Health
37.248589,645,200,654,Good Health
37.13781,516,850,521,Good Health
44.162132,569,749,573,Good Health
36.83535,296,302,298,Good Health
29.327021,171,192,185,Good Health
40.89312,541,660,557,Good Health
38.584618,489,690,497,Good Health
35.395805,549,756,542,Good Health
40.703545,455,433,447,Good Health
38.179863,1365,296,1178,Good Health
40.359398,386,481,394,Good Health
66.553551,384,488,391,Moderate Health
38.526451,773,178,772,Good Health
38.701378,481,460,473,Good Health
36.753441,561,766,561,Good Health
36.509087,295,305,300,Good Health
24.666132,433,524,440,Good Health
37.951225,559,804,557,Good Health
34.931664,159,166,163,Good Health
51.125359,436,532,444,Moderate Health
41.437675,543,756,526,Good Health
46.963585,195,186,194,Good Health
39.26281,557,793,559,Good Health
38.613762,209,317,195,Good Health
35.447868,444,751,442,Good Health
38.613762,554,754,559,Good Health
38.701378,527,769,533,Good Health
75.923729,360,180,369,Moderate Health
39.084251,573,171,577,Good Health
37.69622,556,798,556,Good Health
39.025017,559,352,564,Good Health
38.323753,165,486,315,Good Health
36.780693,172,161,179,Good Health
40.484032,190,173,188,Good Health
39.322563,449,773,604,Good Health
39.143639,293,303,157,Good Health
38.818626,526,728,526,Good Health
37.837608,631,891,629,Good Health
40.142662,490,743,488,Good Health
42.764732,532,356,533,Good Health
38.877434,187,1889,173,Good Health
38.701378,531,726,522,Good Health
43.176201,428,414,421,Good Health
36.482048,555,746,556,Good Health
39.26281,203,327,208,Good Health
78.474602,631,889,630,Bad Health
26.947351,456,193,465,Good Health
39.744713,496,753,496,Good Health
37.499504,355,367,363,Good Health
37.387718,165,159,163,Good Health
36.808006,550,807,557,Good Health
41.534935,546,749,540,Good Health
38.323753,545,924,550,Good Health
40.173515,486,681,652,Good Health
41.599998,453,734,453,Good Health
39.775108,556,757,550,Good Health
46.685143,528,872,536,Good Health
37.951225,585,298,290,Good Health
39.653709,505,809,507,Good Health
39.927666,529,902,533,Good Health
39.927666,185,180,186,Good Health
40.956627,558,759,561,Good Health
40.081047,196,157,205,Good Health
42.79879,569,941,569,Good Health
37.499504,185,497,172,Good Health
45.60067,496,693,497,Good Health
39.927666,736,182,718,Good Health
40.672081,643,937,642,Good Health
41.244225,542,861,548,Good Health
35.266136,574,714,345,Good Health
40.266289,176,158,172,Good Health
34.099541,458,813,466,Good Health
39.322563,993,169,197,Good Health
45.905876,577,927,578,Good Health
38.0653,315,479,315,Good Health
40.266289,555,751,558,Good Health
37.054985,658,173,642,Good Health
276.644318,472,180,482,Bad Health
42.25927,456,163,465,Good Health
36.320488,375,470,381,Good Health
38.036736,434,160,440,Good Health
39.775108,869,178,820,Good Health
39.836021,512,555,511,Good Health
39.442528,557,563,554,Good Health
37.951225,553,757,548,Good Health
40.297295,412,654,403,Good Health
39.472588,2109,317,235,Good Health
40.515282,588,480,594,Good Health
38.439384,434,420,428,Good Health
33.679955,168,193,178,Good Health
36.83535,549,758,544,Good Health
39.684013,1097,168,1026,Good Health
116.357689,647,611,657,Bad Health
41.405357,318,312,316,Good Health
38.877434,193,352,188,Good Health
38.497398,561,830,566,Good Health
41.763298,553,762,552,Good Health
39.084251,462,440,457,Good Health
36.320488,458,186,489,Good Health
38.877434,566,884,568,Good Health
39.113945,647,419,641,Good Health
40.766594,314,348,313,Good Health
39.084251,182,500,176,Good Health
40.988426,515,347,528,Good Health
47.083855,458,706,567,Good Health
38.439384,499,190,507,Good Health
38.468376,182,176,182,Good Health
36.320488,508,810,508,Good Health
42.866997,922,300,163,Good Health
39.084251,570,943,571,Good Health
37.639885,197,348,184,Good Health
39.173393,519,761,533,Good Health
39.472588,555,857,554,Good Health
37.951225,173,297,193,Good Health
38.036736,587,619,582,Good Health
39.322563,595,174,600,Good Health
40.297295,608,768,447,Good Health
51.553093,416,533,425,Moderate Health
39.472588,629,427,627,Good Health
40.452812,184,1869,171,Good Health
39.26281,576,478,575,Good Health
40.988426,509,813,508,Good Health
39.442528,423,651,409,Good Health
39.775108,355,324,202,Good Health
38.701378,532,352,541,Good Health
39.084251,622,629,631,Good Health
39.775108,159,303,161,Good Health
37.387718,375,168,381,Good Health
39.866539,556,751,558,Good Health
36.753441,578,769,574,Good Health
34.626305,862,632,211,Good Health
39.623436,518,627,521,Good Health
73.607475,626,931,627,Moderate Health
36.83535,577,412,422,Good Health
39.143639,177,169,178,Good Health
39.143639,185,286,184,Good Health
35.973503,364,182,370,Good Health
40.515282,493,695,499,Good Health
40.266289,477,454,482,Good Health
35.343864,570,895,572,Good Health
32.104881,186,178,189,Good Health
38.0653,485,463,469,Good Health
39.988914,622,613,623,Good Health
22.447382,189,174,187,Good Health
36.808006,506,710,505,Good Health
34.829521,496,748,498,Good Health
40.640648,503,682,502,Good Health
38.526451,737,656,167,Good Health
55.378197,456,184,464,Moderate Health
39.084251,517,913,521,Good Health
49.002495,569,938,570,Moderate Health
39.292686,617,423,430,Good Health
36.347343,476,685,655,Good Health
36.83535,580,603,576,Good Health
40.988426,572,899,574,Good Health
42.527641,629,1011,627,Good Health
44.632835,627,470,628,Good Health
37.415611,418,549,414,Good Health
39.593193,190,178,190,Good Health
52.630424,307,293,306,Moderate Health
30.874414,525,350,545,Good Health
34.500023,501,761,501,Good Health
31.256525,538,196,543,Good Health
42.69677,290,301,298,Good Health
38.672142,513,756,515,Good Health
39.623436,559,878,564,Good Health
39.26281,172,193,181,Good Health
36.45507,543,546,523,Good Health
38.12252,674,690,674,Good Health
36.482048,505,850,500,Good Health
39.684013,169,160,181,Good Health
44.162132,567,471,566,Good Health
40.89312,315,303,311,Good Health
44.852989,554,816,561,Good Health
42.79879,513,699,509,Good Health
40.328331,625,927,630,Good Health
40.019585,181,176,181,Good Health
23.316065,615,185,612,Good Health
39.322563,515,800,514,Good Health
36.671745,184,324,194,Good Health
26.202814,628,869,500,Good Health
42.126091,498,816,501,Good Health
44.233971,616,614,609,Good Health
41.11602,183,161,175,Good Health
36.482048,177,192,183,Good Health
37.220848,504,887,510,Good Health
33.728996,485,868,469,Good Health
39.775108,448,432,443,Good Health
37.837608,205,305,198,Good Health
42.79879,369,496,376,Good Health
37.331993,631,541,635,Good Health
41.697838,291,293,292,Good Health
38.526451,188,490,183,Good Health
42.901176,591,175,592,Good Health
40.266289,453,767,561,Good Health
37.894371,524,714,520,Good Health
43.349571,486,778,490,Good Health
40.359398,289,301,294,Good Health
72.580711,166,192,176,Moderate Health
34.37429,524,761,528,Good Health
35.552208,510,817,512,Good Health
48.530357,504,882,507,Good Health
29.242029,172,178,176,Good Health
40.173515,181,611,179,Good Health
36.374229,627,477,625,Good Health
39.623436,617,541,620,Good Health
45.18676,364,472,370,Good Health
40.081047,543,744,536,Good Health
40.672081,600,175,611,Good Health
34.224113,618,824,621,Good Health
40.266289,430,357,428,Good Health
51.267143,160,187,167,Moderate Health
35.499992,500,885,498,Good Health
40.142662,202,313,196,Good Health
43.735039,526,813,522,Good Health
49.527763,451,939,454,Moderate Health
40.266289,314,315,313,Good Health
40.204399,606,612,607,Good Health
45.449394,459,186,469,Good Health
39.084251,197,431,188,Good Health
40.452812,475,825,470,Good Health
39.623436,559,776,561,Good Health
37.979698,575,476,579,Good Health
33.314629,506,849,510,Good Health
35.162804,160,191,172,Good Health
33.630974,170,189,180,Good Health
51.45742,191,284,190,Moderate Health
37.415611,166,490,316,Good Health
40.798149,313,290,312,Good Health
40.988426,168,477,317,Good Health
36.890099,189,299,177,Good Health
39.472588,190,175,190,Good Health
39.084251,490,1047,645,Good Health
39.684013,624,541,626,Good Health
38.468376,631,541,640,Good Health
40.142662,98,298,226,Good Health
36.83535,362,823,345,Good Health
37.220848,563,816,564,Good Health
35.920525,569,472,573,Good Health
39.744713,194,350,186,Good Health
40.019585,190,178,188,Good Health
42.764732,495,282,492,Good Health
39.988914,692,551,691,Good Health
43.419212,626,430,430,Good Health
40.609245,172,168,172,Good Health
39.442528,316,314,316,Good Health
38.036736,349,315,314,Good Health
38.294914,189,173,184,Good Health
40.019585,180,176,180,Good Health
39.593193,689,1066,688,Good Health
40.266289,565,474,565,Good Health
38.848015,630,938,631,Good Health
44.05468,683,409,682,Good Health
39.472588,495,695,654,Good Health
39.775108,491,840,488,Good Health
38.584618,181,175,182,Good Health
39.322563,180,172,182,Good Health
39.623436,182,283,169,Good Health
72.918297,173,487,172,Moderate Health
35.762077,184,181,187,Good Health
37.894371,523,797,532,Good Health
34.651634,490,745,611,Good Health
40.081047,837,184,817,Good Health
40.956627,628,1060,629,Good Health
45.905876,474,195,171,Good Health
41.373039,564,873,560,Good Health
47.85891,546,959,550,Good Health
40.266289,306,299,312,Good Health
39.593193,560,757,560,Good Health
40.672081,462,442,461,Good Health
52.932457,414,506,415,Moderate Health
81.469414,623,611,621,Bad Health
40.359398,163,316,313,Good Health
58.090996,585,164,593,Moderate Health
40.956627,446,478,448,Good Health
37.583641,512,702,537,Good Health
40.672081,524,548,520,Good Health
31.551935,551,356,554,Good Health
98.913445,616,613,619,Bad Health
40.266289,314,304,308,Good Health
36.644554,569,474,572,Good Health
41.11602,567,875,563,Good Health
33.338829,529,195,522,Good Health
32.786797,627,474,624,Good Health
40.142662,177,618,165,Good Health
40.266289,510,816,516,Good Health
40.266289,574,778,569,Good Health
35.788445,633,1013,637,Good Health
42.059776,563,829,566,Good Health
54.990166,569,194,574,Moderate Health
39.623436,189,159,184,Good Health
35.894035,506,695,508,Good Health
36.21328,522,190,535,Good Health
43.524071,616,615,616,Good Health
36.808006,676,694,674,Good Health
53.238182,634,927,635,Moderate Health
38.439384,567,555,408,Good Health
39.472588,693,549,689,Good Health
43.349571,580,932,581,Good Health
45.562767,420,163,428,Good Health
39.26281,202,309,196,Good Health
37.555565,478,823,473,Good Health
43.947685,357,186,629,Good Health
39.623436,699,549,695,Good Health
54.554008,579,193,587,Moderate Health
38.848015,499,867,503,Good Health
38.439384,569,936,569,Good Health
41.308556,460,451,493,Good Health
40.266289,188,502,184,Good Health
51.314568,488,193,494,Moderate Health
36.753441,512,809,512,Good Health
40.829765,354,501,348,Good Health
35.395805,602,882,608,Good Health
41.599998,525,707,522,Good Health
66.729637,190,169,188,Moderate Health
39.927666,572,914,573,Good Health
41.405357,968,188,961,Good Health
35.973503,507,775,509,Good Health
51.697289,192,361,192,Moderate Health
42.25927,420,409,421,Good Health
39.927666,611,542,614,Good Health
31.324457,506,196,508,Good Health
41.340782,762,169,186,Good Health
41.567436,506,871,503,Good Health
44.816154,313,293,313,Good Health
40.173515,691,545,689,Good Health
276.644318,625,943,629,Bad Health
42.092918,564,472,565,Good Health
47.16433,575,1059,577,Good Health
38.759941,573,828,578,Good Health
37.387718,375,537,385,Good Health
37.951225,196,164,198,Good Health
37.752678,603,762,599,Good Health
37.387718,561,769,563,Good Health
37.027428,347,175,591,Good Health
39.143639,311,306,311,Good Health
38.151176,576,291,293,Good Health
40.204399,190,180,191,Good Health
36.890099,188,177,190,Good Health
42.225914,183,175,183,Good Health
37.951225,489,777,495,Good Health
40.452812,520,708,514,Good Health
44.816154,558,796,563,Good Health
40.266289,282,288,287,Good Health
41.308556,317,313,320,Good Health
39.866539,187,283,178,Good Health
44.852989,157,496,316,Good Health
40.89312,306,614,299,Good Health
40.956627,319,1936,314,Good Health
43.280083,443,195,159,Good Health
66.996147,555,750,556,Moderate Health
40.359398,462,438,452,Good Health
40.142662,199,1127,211,Good Health
41.340782,703,186,703,Good Health
37.951225,551,198,540,Good Health
42.595177,543,358,547,Good Health
40.988426,538,936,541,Good Health
39.623436,626,935,626,Good Health
38.613762,639,663,638,Good Health
39.988914,560,553,561,Good Health
38.381523,626,827,568,Good Health
39.653709,452,180,463,Good Health
41.927574,509,889,506,Good Health
41.927574,442,483,444,Good Health
40.297295,191,175,189,Good Health
40.484032,632,617,637,Good Health
39.988914,576,936,574,Good Health
41.373039,284,299,290,Good Health
39.26281,527,352,537,Good Health
47.16433,501,687,499,Good Health
40.829765,540,892,547,Good Health
40.359398,288,303,293,Good Health
32.59713,170,194,177,Good Health
27.607264,515,765,521,Good Health
36.808006,514,817,521,Good Health
41.340782,596,408,589,Good Health
40.829765,365,832,354,Good Health
40.328331,568,159,564,Good Health
40.266289,472,447,478,Good Health
41.405357,525,726,521,Good Health
40.798149,492,870,491,Good Health
37.639885,505,745,508,Good Health
45.60067,191,354,188,Good Health
41.502495,184,158,182,Good Health
40.956627,303,309,306,Good Health
41.244225,189,174,188,Good Health
41.502495,159,305,161,Good Health
41.11602,317,309,316,Good Health
45.18676,297,303,302,Good Health
43.038322,568,1063,570,Good Health
49.794579,505,625,511,Moderate Health
45.562767,923,176,194,Good Health
41.11602,512,696,508,Good Health
36.374229,525,814,523,Good Health
37.69622,538,829,536,Good Health
41.308556,453,777,452,Good Health
41.437675,503,881,502,Good Health
42.426689,586,170,590,Good Health
41.405357,317,313,315,Good Health
44.378319,629,947,631,Good Health
54.338737,733,179,170,Moderate Health
42.225914,536,943,532,Good Health
44.018974,492,699,498,Good Health
38.352623,311,301,307,Good Health
40.111839,628,596,630,Good Health
42.764732,788,166,177,Good Health
38.323753,518,810,517,Good Health
38.12252,426,191,432,Good Health
40.89312,294,294,297,Good Health
41.244225,575,946,573,Good Health
42.79879,623,541,625,Good Health
41.11602,424,414,422,Good Health
41.502495,164,314,162,Good Health
42.026665,310,483,310,Good Health
33.901329,508,874,505,Good Health
41.308556,356,828,345,Good Health
40.111839,486,753,489,Good Health
42.866997,424,416,424,Good Health
41.373039,185,177,186,Good Health
43.00396,432,419,430,Good Health
43.384361,686,672,570,Good Health
46.098503,620,542,623,Good Health
55.434135,547,925,547,Moderate Health
30.519037,496,191,496,Good Health
80.841637,500,191,489,Bad Health
74.07766,569,197,575,Moderate Health
39.173393,909,312,190,Good Health
42.225914,220,312,201,Good Health
34.778587,826,313,176,Good Health
41.730553,514,617,502,Good Health
39.775108,568,942,570,Good Health
41.148003,185,169,186,Good Health
39.593193,557,355,564,Good Health
42.832878,552,760,550,Good Health
46.098503,168,170,185,Good Health
42.126091,554,959,556,Good Health
41.373039,313,1517,311,Good Health
38.701378,605,865,601,Good Health
63.11834,484,994,488,Moderate Health
40.766594,187,181,187,Good Health
41.21212,550,861,553,Good Health
40.861443,349,807,585,Good Health
38.642937,358,713,361,Good Health
43.559105,622,426,432,Good Health
40.515282,313,477,312,Good Health
41.308556,315,312,316,Good Health
42.126091,285,297,292,Good Health
46.606163,503,936,491,Good Health
41.534935,564,471,563,Good Health
38.701378,355,408,358,Good Health
40.640648,231,321,208,Good Health
41.534935,670,643,634,Good Health
40.452812,456,796,456,Good Health
42.79879,572,701,567,Good Health
43.245415,503,872,503,Good Health
42.159325,187,183,188,Good Health
40.609245,506,600,507,Good Health
41.697838,407,894,397,Good Health
31.529108,472,760,474,Good Health
41.244225,190,177,189,Good Health
43.00396,638,1063,635,Good Health
42.092918,557,554,702,Good Health
41.11602,516,284,282,Good Health
41.437675,182,175,183,Good Health
37.951225,317,309,316,Good Health
42.225914,318,309,316,Good Health
276.644318,194,294,191,Bad Health
43.664513,518,756,519,Good Health
41.960564,601,861,599,Good Health
42.126091,521,551,517,Good Health
43.038322,523,194,522,Good Health
44.816154,574,198,579,Good Health
45.374077,365,1011,370,Good Health
44.596336,650,887,651,Good Health
37.951225,597,535,601,Good Health
43.770348,564,473,565,Good Health
42.832878,637,1059,639,Good Health
41.599998,623,431,433,Good Health
41.148003,289,297,289,Good Health
41.502495,706,552,702,Good Health
38.468376,685,546,686,Good Health
44.198021,429,421,427,Good Health
44.198021,186,177,185,Good Health
40.672081,312,305,311,Good Health
38.526451,182,160,179,Good Health
36.347343,174,171,175,Good Health
41.861748,436,423,433,Good Health
29.30575,520,925,522,Good Health
43.384361,911,310,200,Good Health
40.609245,457,781,455,Good Health
39.653709,564,794,563,Good Health
45.562767,445,472,447,Good Health
40.766594,570,161,578,Good Health
59.501518,381,187,399,Moderate Health
40.798149,196,158,195,Good Health
41.796074,410,190,431,Good Health
44.162132,561,826,564,Good Health
43.384361,519,819,513,Good Health
44.414513,658,177,671,Good Health
40.956627,574,474,578,Good Health
43.072716,170,171,172,Good Health
35.395805,160,197,171,Good Health
31.643396,195,347,179,Good Health
47.043694,189,179,190,Good Health
40.266289,634,479,632,Good Health
40.081047,564,197,563,Good Health
40.609245,560,696,558,Good Health
42.426689,507,739,508,Good Health
42.159325,171,1947,318,Good Health
40.956627,680,538,675,Good Health
40.829765,588,859,593,Good Health
43.454124,563,195,553,Good Health
43.072716,984,182,968,Good Health
39.866539,479,822,474,Good Health
47.652641,562,870,558,Good Health
40.829765,314,5906,313,Moderate Health
40.956627,429,418,428,Good Health
32.59713,567,878,566,Good Health
27.607264,377,817,383,Good Health
41.502495,505,821,508,Good Health
40.956627,623,882,623,Good Health
40.861443,193,570,192,Good Health
27.165918,447,735,450,Good Health
38.672142,454,432,449,Good Health
52.331963,570,470,681,Moderate Health
40.861443,184,160,184,Good Health
37.979698,579,167,575,Good Health
43.912132,505,777,506,Good Health
42.126091,191,498,196,Good Health
36.026634,624,889,625,Good Health
40.798149,285,284,289,Good Health
40.204399,316,307,312,Good Health
43.176201,181,596,179,Good Health
41.502495,581,572,570,Good Health
41.11602,633,725,632,Good Health
39.292686,628,948,628,Good Health
41.308556,573,846,577,Good Health
44.05468,482,179,480,Good Health
56.521416,194,289,190,Moderate Health
40.297295,556,571,524,Good Health
39.084251,178,175,200,Good Health
30.189478,189,500,193,Good Health
36.536125,368,724,375,Good Health
39.532829,567,818,570,Good Health
47.652641,619,611,615,Good Health
44.559868,408,552,703,Good Health
41.697838,157,158,160,Good Health
42.159325,180,306,173,Good Health
41.244225,316,488,312,Good Health
35.266136,367,185,374,Good Health
26.927546,550,797,551,Good Health
39.866539,489,868,483,Good Health
42.595177,665,662,165,Good Health
276.644318,673,183,166,Bad Health
36.753441,531,364,533,Good Health
40.89312,625,900,625,Good Health
41.21212,168,309,161,Good Health
42.79879,530,351,529,Good Health
42.595177,563,814,563,Good Health
38.789268,502,876,502,Good Health
23.603937,520,881,538,Good Health
75.796349,569,822,572,Moderate Health
42.126091,555,766,551,Good Health
38.848015,440,482,443,Good Health
41.763298,189,172,185,Good Health
36.293633,625,603,624,Good Health
40.515282,614,542,614,Good Health
35.266136,496,187,498,Good Health
42.126091,196,160,198,Good Health
38.294914,494,869,493,Good Health
57.719872,507,817,508,Moderate Health
42.026665,562,355,568,Good Health
37.979698,491,414,643,Good Health
49.132805,357,1012,363,Moderate Health
40.956627,563,759,562,Good Health
40.89312,593,483,596,Good Health
35.63073,509,749,512,Good Health
54.500023,565,688,564,Moderate Health
26.612299,193,168,192,Good Health
41.308556,357,813,353,Good Health
47.083855,629,545,627,Good Health
40.766594,329,472,303,Good Health
32.834373,607,825,608,Good Health
41.244225,564,878,561,Good Health
40.798149,590,751,585,Good Health
92.135124,594,172,588,Bad Health
42.25927,573,542,574,Good Health
40.297295,908,178,869,Good Health
42.026665,523,349,524,Good Health
37.951225,578,199,582,Good Health
41.502495,479,793,482,Good Health
43.210777,538,347,529,Good Health
42.79879,471,763,471,Good Health
37.331993,699,619,689,Good Health
41.894646,500,484,496,Good Health
35.395805,372,183,368,Good Health
44.198021,504,877,504,Good Health
36.83535,350,818,602,Good Health
37.951225,562,162,562,Good Health
37.639885,428,421,427,Good Health
42.126091,564,811,567,Good Health
41.437675,231,307,203,Good Health
40.359398,552,841,547,Good Health
42.126091,552,760,549,Good Health
24.314844,511,795,510,Good Health
43.841148,494,868,487,Good Health
38.759941,200,293,202,Good Health
41.730553,565,471,563,Good Health
37.865959,312,1376,303,Good Health
51.793907,562,801,457,Moderate Health
42.79879,214,1011,202,Good Health
62.966057,572,945,571,Moderate Health
45.449394,187,164,186,Good Health
40.266289,314,313,315,Good Health
37.752678,409,185,410,Good Health
45.075035,559,764,560,Good Health
40.829765,536,731,526,Good Health
45.60067,193,311,189,Good Health
55.100426,394,499,397,Moderate Health
45.752831,626,928,630,Good Health
42.326103,500,811,502,Good Health
40.829765,599,482,599,Good Health
51.125359,523,927,686,Moderate Health
40.829765,672,611,678,Good Health
40.019585,584,934,588,Good Health
39.322563,575,605,574,Good Health
40.89312,574,301,296,Good Health
38.179863,185,666,187,Good Health
41.567436,168,312,160,Good Health
37.752678,309,298,309,Good Health
43.770348,177,188,187,Good Health
29.733789,569,478,573,Good Health
32.834373,511,790,508,Good Health
40.988426,575,783,569,Good Health
44.162132,2236,313,222,Good Health
47.124046,378,481,384,Good Health
39.26281,568,627,563,Good Health
43.280083,628,890,629,Good Health
37.555565,604,609,611,Good Health
41.534935,566,882,567,Good Health
45.638603,585,847,588,Good Health
44.742668,556,191,558,Good Health
45.60067,513,697,510,Good Health
42.69677,506,872,502,Good Health
44.306053,185,178,188,Good Health
50.29113,393,499,396,Moderate Health
41.437675,391,631,385,Good Health
33.802727,507,815,509,Good Health
32.858208,361,181,359,Good Health
41.567436,191,182,189,Good Health
53.966484,636,747,633,Moderate Health
46.606163,625,815,626,Good Health
41.502495,565,864,562,Good Health
41.148003,627,616,627,Good Health
40.484032,625,613,622,Good Health
44.559868,175,171,178,Good Health
42.225914,171,1872,316,Good Health
42.595177,195,748,184,Good Health
43.947685,184,181,187,Good Health
31.415247,158,194,173,Good Health
38.818626,427,191,435,Good Health
39.113945,447,488,449,Good Health
41.308556,559,642,563,Good Health
37.054985,528,766,534,Good Health
44.963768,530,357,539,Good Health
40.703545,174,310,173,Good Health
41.861748,676,537,671,Good Health
44.126274,505,881,504,Good Health
36.671745,579,195,616,Good Health
41.534935,592,631,165,Good Health
39.593193,497,752,497,Good Health
38.008202,427,191,438,Good Health
39.593193,619,613,621,Good Health
39.084251,99,293,228,Good Health
46.098503,453,806,564,Good Health
38.12252,631,543,631,Good Health
43.841148,395,641,390,Good Health
39.744713,189,184,190,Good Health
43.210777,620,486,619,Good Health
42.126091,519,809,519,Good Health
38.12252,178,175,178,Good Health
40.359398,947,304,198,Good Health
43.072716,525,767,528,Good Health
55.434135,569,538,683,Moderate Health
42.79879,503,485,500,Good Health
41.020256,312,474,307,Good Health
39.084251,580,410,580,Good Health
40.766594,566,877,562,Good Health
41.730553,192,167,191,Good Health
44.198021,625,933,629,Good Health
40.672081,576,574,574,Good Health
39.836021,298,483,299,Good Health
38.179863,643,540,644,Good Health
40.89312,551,748,543,Good Health
34.550468,458,747,458,Good Health
45.562767,163,157,164,Good Health
51.649132,565,472,565,Moderate Health
38.151176,597,484,604,Good Health
44.306053,529,875,529,Good Health
44.852989,495,187,499,Good Health
43.841148,1177,1961,234,Good Health
36.159813,606,602,590,Good Health
41.763298,165,161,181,Good Health
40.266289,1045,1263,207,Good Health
42.026665,606,475,606,Good Health
45.638603,287,287,287,Good Health
50.751183,416,192,433,Moderate Health
38.613762,547,159,555,Good Health
37.865959,464,765,465,Good Health
276.644318,198,354,196,Bad Health
42.159325,486,672,648,Good Health
45.638603,443,168,443,Good Health
41.599998,522,721,516,Good Health
44.233971,448,484,450,Good Health
38.613762,189,162,187,Good Health
48.786797,672,685,663,Moderate Health
38.036736,597,614,600,Good Health
42.527641,670,945,486,Good Health
37.331993,579,612,576,Good Health
38.848015,688,544,685,Good Health
38.701378,189,626,190,Good Health
44.162132,188,296,183,Good Health
133.778656,569,858,573,Bad Health
35.421806,543,759,540,Good Health
41.861748,653,170,622,Good Health
41.308556,461,177,459,Good Health
44.926781,649,1057,660,Good Health
41.502495,530,937,532,Good Health
44.559868,458,179,455,Good Health
34.601006,990,316,213,Good Health
42.026665,617,409,451,Good Health
41.927574,497,705,500,Good Health
41.927574,316,1774,314,Good Health
42.026665,585,301,294,Good Health
43.947685,164,163,165,Good Health
44.779411,603,299,288,Good Health
41.567436,157,157,161,Good Health
44.126274,190,180,190,Good Health
41.502495,315,310,314,Good Health
28.156946,183,193,185,Good Health
45.487114,459,753,461,Good Health
41.502495,562,756,560,Good Health
42.662865,551,749,555,Good Health
